Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Autumn 2023,Kookoos,9.75,12,5.05,1.46,6.54,12.96,8.29,11.21,9.5,12,4.89,1.41,6.39,12.61,8.09,10.91,8.0,12,3.41,0.98,5.83,10.17,7.02,8.98,44.0,12,28.59,8.25,25.83,62.17,35.75,52.25,482.42,12,309.41,89.32,285.83,679.0,393.1,571.73,553.67,12,313.31,90.45,354.6,752.74,463.22,644.11,7.03,12,6.1,1.76,3.16,10.91,5.27,8.79,75.83,12,87.26,25.19,20.39,131.27,50.64,101.02,3.24,12,4.88,1.41,0.14,6.34,1.83,4.64,29,12,2.42,19.0,4.0,4.75,24.0,4.0,6.0,24.0,4.0,6.0
Autumn 2023,Lutoban South MPA,7.33,12,4.56,1.32,4.44,10.23,6.02,8.65,17.92,12,13.61,3.93,9.27,26.56,13.99,21.84,14.17,12,3.76,1.09,11.78,16.56,13.08,15.25,61.0,12,59.34,17.13,23.3,98.7,43.87,78.13,381.67,12,84.89,24.51,327.73,435.6,357.16,406.17,482.08,12,111.52,32.19,411.23,552.94,449.89,514.28,4.64,12,1.54,0.44,3.66,5.61,4.19,5.08,35.67,12,23.24,6.71,20.9,50.43,28.96,42.38,1.43,12,1.23,0.36,0.65,2.21,1.07,1.79,31,12,2.58,22.0,4.0,5.5,25.0,4.0,6.25,27.0,4.0,6.75
Autumn 2023,Lutoban Pier,14.88,8,12.38,4.38,4.52,25.23,10.5,19.25,14.12,8,6.03,2.13,9.08,19.17,11.99,16.26,11.75,8,8.89,3.14,4.32,19.18,8.61,14.89,116.75,8,62.38,22.05,64.6,168.9,94.7,138.8,954.38,8,645.85,228.34,414.43,1494.32,726.03,1182.72,1111.88,8,680.52,240.6,542.94,1680.81,871.27,1352.48,36.02,8,34.2,12.09,7.43,64.61,23.93,48.11,437.5,8,472.46,167.04,42.51,832.49,270.46,604.54,27.59,8,29.9,10.57,2.59,52.59,17.02,38.16,33,8,4.12,22.0,2.0,11.0,26.0,2.0,13.0,29.0,4.0,7.25
Autumn 2023,Lutoban North MPA,9.4,10,4.58,1.45,6.13,12.67,7.95,10.85,14.7,10,15.05,4.76,3.93,25.47,9.94,19.46,12.2,10,5.88,1.86,7.99,16.41,10.34,14.06,66.0,10,35.61,11.26,40.53,91.47,54.74,77.26,463.9,10,189.18,59.82,328.57,599.23,404.08,523.72,566.2,10,205.72,65.05,419.04,713.36,501.15,631.25,10.1,10,7.3,2.31,4.88,15.32,7.79,12.41,77.9,10,72.53,22.93,26.02,129.78,54.97,100.83,5.42,10,6.58,2.08,0.71,10.13,3.34,7.5,33,10,3.3,22.0,3.0,7.33,29.0,3.0,9.67,23.0,4.0,5.75
Autumn 2023,Latason MPA,18.0,6,11.7,4.77,5.73,30.27,13.23,22.77,18.5,6,14.49,5.91,3.3,33.7,12.59,24.41,11.0,6,6.63,2.71,4.04,17.96,8.29,13.71,50.67,6,32.17,13.13,16.91,84.42,37.53,63.8,487.5,6,223.82,91.37,252.62,722.38,396.13,578.87,585.67,6,242.54,99.02,331.13,840.2,486.65,684.68,14.04,6,11.35,4.63,2.12,25.95,9.4,18.67,122.83,6,112.46,45.91,4.82,240.85,76.92,168.74,6.69,6,6.44,2.63,0.0,13.45,4.07,9.32,33,6,5.5,22.0,3.0,7.33,30.0,3.0,10.0,,,
Autumn 2023,Maluay Malatapay MPA,8.07,14,4.65,1.24,5.39,10.76,6.83,9.31,17.21,14,10.59,2.83,11.1,23.33,14.38,20.05,11.71,14,5.98,1.6,8.26,15.17,10.12,13.31,83.5,14,52.39,14.0,53.25,113.75,69.5,97.5,296.21,14,236.11,63.1,159.89,432.54,233.11,359.32,416.71,14,243.35,65.04,276.21,557.22,351.68,481.75,6.42,14,5.2,1.39,3.42,9.42,5.03,7.81,57.14,14,52.7,14.09,26.71,87.57,43.06,71.23,3.17,14,3.71,0.99,1.03,5.31,2.18,4.16,33,14,2.36,22.0,4.0,5.5,30.0,5.0,6.0,26.0,5.0,5.2
Autumn 2023,Guinsuan MPA,9.8,5,6.98,3.12,1.13,18.47,6.68,12.92,13.2,5,12.38,5.54,0.0,28.57,7.66,18.74,6.0,5,5.1,2.28,0.0,12.33,3.72,8.28,72.6,5,68.72,30.73,0.0,157.92,41.87,103.33,299.6,5,248.79,111.26,0.0,608.51,188.34,410.86,401.2,5,316.27,141.44,8.5,793.9,259.76,542.64,18.57,5,16.67,7.45,0.0,39.27,11.12,26.02,138.2,5,182.38,81.56,0.0,364.66,56.64,219.76,16.24,5,15.99,7.15,0.0,36.09,9.08,23.39,26,5,5.2,,,,26.0,3.0,8.67,16.0,2.0,8.0
Autumn 2023,Salag MPA,9.25,12,4.03,1.16,6.69,11.81,8.09,10.41,24.75,12,11.24,3.25,17.61,31.89,21.5,28.0,3.75,12,2.53,0.73,2.14,5.36,3.02,4.48,51.83,12,26.8,7.74,34.81,68.86,44.1,59.57,326.92,12,151.41,43.71,230.71,423.12,283.21,370.63,416.5,12,168.34,48.59,309.54,523.46,367.91,465.09,5.9,12,2.44,0.7,4.35,7.45,5.2,6.61,39.67,12,23.95,6.91,24.45,54.89,32.75,46.58,2.34,12,1.42,0.41,1.44,3.24,1.93,2.75,32,12,2.67,21.0,4.0,5.25,27.0,4.0,6.75,27.0,4.0,6.75
Autumn 2023,Basak Can-Unsang MPA,23.88,8,11.37,4.02,14.37,33.38,19.86,27.89,23.88,8,11.08,3.92,14.61,33.14,19.96,27.79,12.25,8,6.09,2.15,7.16,17.34,10.1,14.4,106.88,8,45.15,15.96,69.13,144.62,90.91,122.84,521.38,8,164.78,58.26,383.61,659.14,463.12,579.63,688.25,8,206.41,72.98,515.69,860.81,615.27,761.23,19.83,8,10.24,3.62,11.26,28.39,16.21,23.45,114.38,8,115.91,40.98,17.47,211.28,73.39,155.36,12.46,8,9.5,3.36,4.52,20.41,9.1,15.82,34,8,4.25,22.0,2.0,11.0,29.0,3.0,9.67,27.0,3.0,9.0
Autumn 2023,Antulang,9.75,8,6.54,2.31,4.28,15.22,7.44,12.06,16.75,8,10.14,3.58,8.27,25.23,13.17,20.33,17.12,8,9.72,3.44,9.0,25.25,13.69,20.56,40.38,8,19.94,7.05,23.71,57.04,33.33,47.42,521.12,8,175.98,62.22,374.0,668.25,458.91,583.34,605.12,8,198.32,70.12,439.32,770.93,535.01,675.24,6.8,8,2.41,0.85,4.78,8.82,5.95,7.65,53.88,8,44.29,15.66,16.85,90.9,38.22,69.53,2.14,8,1.1,0.39,1.22,3.06,1.75,2.53,31,8,3.88,26.0,3.0,8.67,21.0,2.0,10.5,24.0,3.0,8.0
Autumn 2023,Andulay MPA,19.5,6,6.53,2.67,12.64,26.36,16.83,22.17,21.5,6,6.28,2.57,14.9,28.1,18.93,24.07,23.17,6,10.11,4.13,12.56,33.77,19.04,27.29,175.5,6,82.89,33.84,88.51,262.49,141.66,209.34,815.33,6,101.32,41.36,709.01,921.66,773.97,856.7,1055.0,6,108.8,44.42,940.82,1169.18,1010.58,1099.42,17.89,6,5.91,2.41,11.69,24.09,15.47,20.3,77.33,6,33.15,13.53,42.54,112.12,63.8,90.87,8.13,6,4.95,2.02,2.93,13.32,6.1,10.15,33,6,5.5,25.0,2.0,12.5,31.0,2.0,15.5,29.0,2.0,14.5
Autumn 2023,Dalakit MPA,26.0,1,,,,,,,69.0,1,,,,,,,14.0,1,,,,,,,258.0,1,,,,,,,532.0,1,,,,,,,899.0,1,,,,,,,56.32,1,,,,,,,152.0,1,,,,,,,47.11,1,,,,,,,24,1,24.0,24.0,1.0,24.0,,,,,,
Winter 23/24,Guinsuan MPA,13.82,11,9.09,2.74,7.71,19.92,11.08,16.56,26.64,11,17.18,5.18,15.09,38.18,21.46,31.82,10.73,11,8.34,2.52,5.12,16.33,8.21,13.24,85.36,11,65.84,19.85,41.14,129.59,65.51,105.21,667.55,11,411.2,123.98,391.3,943.79,543.56,791.53,804.09,11,480.17,144.78,481.51,1126.67,659.31,948.87,19.23,11,11.86,3.58,11.26,27.19,15.65,22.8,236.64,11,201.68,60.81,101.15,372.13,175.83,297.44,11.52,11,8.99,2.71,5.47,17.56,8.8,14.23,35,11,3.18,28.0,3.0,9.33,28.0,4.0,7.0,27.0,4.0,6.75
Winter 23/24,Kookoos,10.32,19,4.27,0.98,8.26,12.37,9.34,11.3,13.95,19,6.48,1.49,10.82,17.07,12.46,15.44,8.26,19,6.14,1.41,5.31,11.22,6.86,9.67,60.89,19,53.92,12.37,34.91,86.88,48.53,73.26,473.74,19,153.73,35.27,399.64,547.83,438.47,509.01,567.16,19,140.46,32.22,499.46,634.86,534.93,599.38,13.81,19,25.08,5.75,1.73,25.9,8.06,19.56,54.68,19,68.8,15.78,21.52,87.84,38.9,70.47,9.12,19,25.44,5.84,0.0,21.39,3.29,14.96,34,19,1.79,20.0,6.0,3.33,25.0,7.0,3.57,28.0,6.0,4.67
Winter 23/24,Dalakit MPA,10.5,2,0.71,0.5,4.15,16.85,10.0,11.0,36.5,2,37.48,26.5,0.0,373.21,10.0,63.0,8.0,2,1.41,1.0,0.0,20.71,7.0,9.0,123.0,2,89.1,63.0,0.0,923.49,60.0,186.0,374.5,2,61.52,43.5,0.0,927.22,331.0,418.0,552.5,2,187.38,132.5,0.0,2236.07,420.0,685.0,10.85,2,0.08,0.05,10.17,11.52,10.79,10.9,59.5,2,24.75,17.5,0.0,281.86,42.0,77.0,5.78,2,1.18,0.83,0.0,16.34,4.95,6.61,18,2,9.0,18.0,2.0,9.0,,,,,,
Winter 23/24,Basak Can-Unsang MPA,26.14,14,19.97,5.34,14.61,37.67,20.8,31.48,27.5,14,21.61,5.78,15.02,39.98,21.72,33.28,11.5,14,7.24,1.94,7.32,15.68,9.56,13.44,138.71,14,188.37,50.34,29.95,247.48,88.37,189.06,631.07,14,325.54,87.01,443.11,819.04,544.07,718.08,834.93,14,492.4,131.6,550.63,1119.23,703.33,966.53,29.81,14,26.57,7.1,14.47,45.15,22.71,36.91,267.79,14,320.56,85.67,82.7,452.87,182.11,353.46,20.99,14,24.68,6.6,6.74,35.24,14.39,27.59,34,14,2.43,28.0,5.0,5.6,28.0,5.0,5.6,31.0,4.0,7.75
Winter 23/24,Antulang,12.94,16,7.61,1.9,8.88,16.99,11.03,14.84,17.94,16,15.14,3.79,9.87,26.01,14.15,21.72,17.06,16,9.86,2.46,11.81,22.31,14.6,19.53,50.69,16,32.27,8.07,33.49,67.88,42.62,58.76,578.44,16,431.31,107.83,348.61,808.26,470.61,686.26,677.06,16,465.69,116.42,428.91,925.21,560.64,793.49,14.18,16,18.39,4.6,4.38,23.98,9.58,18.77,105.5,16,251.74,62.94,0.0,239.65,42.56,168.44,7.85,16,15.36,3.84,0.0,16.03,4.01,11.68,30,16,1.88,24.0,5.0,4.8,24.0,6.0,4.0,27.0,5.0,5.4
Winter 23/24,Latason MPA,12.5,8,17.85,6.31,0.0,27.42,6.19,18.81,9.75,8,7.42,2.62,3.55,15.95,7.13,12.37,11.75,8,8.12,2.87,4.96,18.54,8.88,14.62,41.88,8,58.92,20.83,0.0,91.13,21.04,62.71,547.12,8,636.27,224.96,15.19,1079.06,322.17,772.08,623.0,8,704.65,249.13,33.9,1212.1,373.87,872.13,15.13,8,19.91,7.04,0.0,31.78,8.09,22.17,196.62,8,370.31,130.92,0.0,506.21,65.7,327.55,8.29,8,13.66,4.83,0.0,19.71,3.46,13.12,29,8,3.62,24.0,5.0,4.8,24.0,3.0,8.0,,,
Winter 23/24,Salag MPA,8.93,15,5.34,1.38,5.98,11.89,7.56,10.31,21.07,15,18.61,4.81,10.76,31.37,16.26,25.87,4.87,15,6.42,1.66,1.31,8.42,3.21,6.53,67.0,15,45.45,11.73,41.83,92.17,55.27,78.73,533.47,15,243.77,62.94,398.47,668.46,470.53,596.41,635.33,15,259.18,66.92,491.81,778.86,568.41,702.25,26.84,15,38.42,9.92,5.56,48.12,16.92,36.76,85.27,15,115.75,29.89,21.17,149.36,55.38,115.15,21.04,15,38.19,9.86,0.0,42.18,11.18,30.9,36,15,2.4,27.0,6.0,4.5,27.0,5.0,5.4,29.0,4.0,7.25
Winter 23/24,Lutoban Pier,15.1,10,7.78,2.46,9.53,20.67,12.64,17.56,15.9,10,10.09,3.19,8.68,23.12,12.71,19.09,14.8,10,11.72,3.71,6.42,23.18,11.09,18.51,140.0,10,127.11,40.2,49.07,230.93,99.8,180.2,742.3,10,580.64,183.61,326.93,1157.67,558.69,925.91,928.1,10,674.33,213.24,445.72,1410.48,714.86,1141.34,27.31,10,20.16,6.37,12.89,41.73,20.94,33.69,181.2,10,214.33,67.78,27.88,334.52,113.42,248.98,15.07,10,13.89,4.39,5.13,25.01,10.68,19.46,35,10,3.5,28.0,2.0,14.0,28.0,4.0,7.0,26.0,4.0,6.5
Winter 23/24,Maluay Malatapay MPA,14.23,13,13.55,3.76,6.04,22.42,10.47,17.99,22.62,13,12.68,3.52,14.95,30.28,19.1,26.13,19.08,13,16.97,4.71,8.82,29.33,14.37,23.78,189.69,13,170.76,47.36,86.5,292.88,142.33,237.05,415.15,13,226.07,62.7,278.54,551.77,352.45,477.86,660.77,13,276.88,76.79,493.45,828.09,583.98,737.56,14.58,13,9.46,2.62,8.86,20.29,11.95,17.2,94.69,13,56.35,15.63,60.64,128.75,79.06,110.32,8.31,13,8.05,2.23,3.45,13.18,6.08,10.55,34,13,2.62,27.0,3.0,9.0,29.0,6.0,4.83,24.0,4.0,6.0
Winter 23/24,Lutoban South MPA,12.33,12,7.67,2.21,7.46,17.2,10.12,14.55,28.58,12,18.33,5.29,16.94,40.23,23.29,33.87,14.0,12,11.55,3.33,6.66,21.34,10.67,17.33,79.67,12,57.76,16.67,42.97,116.37,62.99,96.34,581.42,12,305.16,88.09,387.53,775.3,493.33,669.51,716.0,12,377.15,108.87,476.37,955.63,607.13,824.87,12.14,12,9.09,2.63,6.36,17.92,9.51,14.76,123.75,12,153.66,44.36,26.12,221.38,79.39,168.11,5.66,12,6.08,1.75,1.8,9.52,3.9,7.41,35,12,2.92,25.0,3.0,8.33,25.0,3.0,8.33,29.0,6.0,4.83
Winter 23/24,Andulay MPA,19.53,17,24.73,6.0,6.81,32.25,13.53,25.53,18.76,17,12.05,2.92,12.57,24.96,15.84,21.69,12.76,17,10.59,2.57,7.32,18.21,10.2,15.33,122.0,17,95.13,23.07,73.09,170.91,98.93,145.07,626.59,17,275.2,66.75,485.09,768.08,559.84,693.33,799.65,17,289.22,70.15,650.94,948.35,729.5,869.79,11.95,17,4.73,1.15,9.52,14.38,10.81,13.1,57.41,17,51.04,12.38,31.17,83.66,45.03,69.79,3.96,17,3.3,0.8,2.26,5.66,3.16,4.76,37,17,2.18,29.0,7.0,4.14,30.0,6.0,5.0,29.0,4.0,7.25
Winter 23/24,Lutoban North MPA,16.25,12,9.92,2.86,9.95,22.55,13.39,19.11,16.58,12,8.67,2.5,11.07,22.09,14.08,19.09,10.17,12,4.49,1.3,7.31,13.02,8.87,11.46,55.5,12,36.52,10.54,32.3,78.7,44.96,66.04,728.75,12,501.82,144.86,409.91,1047.59,583.89,873.61,827.25,12,542.21,156.52,482.74,1171.76,670.73,983.77,16.61,12,12.83,3.7,8.46,24.77,12.91,20.32,262.08,12,421.76,121.75,0.0,530.06,140.33,383.84,8.41,12,10.92,3.15,1.47,15.35,5.26,11.56,33,12,2.75,25.0,2.0,12.5,29.0,5.0,5.8,30.0,5.0,6.0
Spring 2024,Lutoban South MPA,12.36,11,7.49,2.26,7.33,17.39,10.11,14.62,15.18,11,10.71,3.23,7.98,22.38,11.95,18.41,11.82,11,6.03,1.82,7.77,15.87,10.0,13.64,91.27,11,77.42,23.34,39.26,143.28,67.93,114.62,540.18,11,265.09,79.93,362.1,718.27,460.26,620.11,670.82,11,274.27,82.7,486.56,855.07,588.12,753.51,11.77,11,5.61,1.69,8.0,15.54,10.08,13.46,76.82,11,83.87,25.29,20.48,133.16,51.53,102.1,3.76,11,2.73,0.82,1.92,5.59,2.93,4.58,32,11,2.91,22.0,3.0,7.33,26.0,4.0,6.5,25.0,4.0,6.25
Spring 2024,Santa Catalina Manalongon,4.5,2,6.36,4.5,0.0,61.68,0.0,9.0,30.5,2,21.92,15.5,0.0,227.45,15.0,46.0,8.0,2,7.07,5.0,0.0,71.53,3.0,13.0,85.5,2,62.93,44.5,0.0,650.93,41.0,130.0,150.5,2,48.79,34.5,0.0,588.86,116.0,185.0,279.0,2,147.08,104.0,0.0,1600.45,175.0,383.0,5.46,2,1.4,0.99,0.0,18.05,4.47,6.45,48.5,2,44.55,31.5,0.0,448.75,17.0,80.0,2.47,2,1.84,1.3,0.0,19.05,1.17,3.78,21,2,10.5,21.0,2.0,10.5,,,,,,
Spring 2024,Santa Catalina Cawitan,45.0,1,,,,,,,42.0,1,,,,,,,22.0,1,,,,,,,634.0,1,,,,,,,670.0,1,,,,,,,1413.0,1,,,,,,,55.3,1,,,,,,,934.0,1,,,,,,,43.0,1,,,,,,,24,1,24.0,24.0,1.0,24.0,,,,,,
Spring 2024,Salag MPA,13.88,16,6.54,1.64,10.39,17.36,12.24,15.51,14.31,16,5.04,1.26,11.63,17.0,13.05,15.57,6.25,16,4.91,1.23,3.64,8.86,5.02,7.48,91.69,16,52.38,13.09,63.78,119.6,78.59,104.78,653.81,16,351.21,87.8,466.66,840.96,566.01,741.62,779.94,16,356.1,89.02,590.19,969.69,690.91,868.96,19.29,16,16.61,4.15,10.44,28.15,15.14,23.45,109.19,16,100.18,25.05,55.8,162.57,84.14,134.23,12.57,16,14.12,3.53,5.05,20.1,9.04,16.1,38,16,2.38,27.0,5.0,5.4,35.0,6.0,5.83,30.0,5.0,6.0
Spring 2024,Maluay Malatapay MPA,9.92,12,9.11,2.63,4.13,15.7,7.29,12.55,14.67,12,6.3,1.82,10.66,18.67,12.85,16.49,12.67,12,6.46,1.86,8.56,16.77,10.8,14.53,86.08,12,76.69,22.14,37.36,134.81,63.94,108.22,417.08,12,360.15,103.97,188.25,645.91,313.12,521.05,540.42,12,397.04,114.62,288.15,792.69,425.8,655.03,15.65,12,17.33,5.0,4.64,26.66,10.65,20.65,89.67,12,166.7,48.12,0.0,195.59,41.54,137.79,7.33,12,16.09,4.65,0.0,17.56,2.69,11.98,34,12,2.83,23.0,2.0,11.5,24.0,5.0,4.8,30.0,5.0,6.0
Spring 2024,Andulay MPA,13.3,10,8.86,2.8,6.96,19.64,10.5,16.1,16.6,10,7.71,2.44,11.09,22.11,14.16,19.04,16.7,10,9.64,3.05,9.81,23.59,13.65,19.75,200.5,10,126.63,40.04,109.92,291.08,160.46,240.54,757.9,10,527.48,166.8,380.57,1135.23,591.1,924.7,1005.0,10,602.19,190.43,574.22,1435.78,814.57,1195.43,27.03,10,18.24,5.77,13.98,40.07,21.26,32.79,162.8,10,174.62,55.22,37.88,287.72,107.58,218.02,14.84,10,13.61,4.3,5.1,24.57,10.53,19.14,37,10,3.7,23.0,2.0,11.5,31.0,2.0,15.5,26.0,6.0,4.33
Spring 2024,Antulang,11.08,13,7.17,1.99,6.74,15.41,9.09,13.07,14.69,13,4.59,1.27,11.92,17.47,13.42,15.97,17.08,13,10.39,2.88,10.8,23.35,14.2,19.96,80.85,13,60.23,16.7,44.45,117.24,64.14,97.55,452.46,13,236.74,65.66,309.4,595.52,386.8,518.12,576.15,13,274.44,76.12,410.31,742.0,500.04,652.27,7.78,13,8.2,2.27,2.82,12.73,5.5,10.05,29.69,13,17.49,4.85,19.13,40.26,24.84,34.54,1.49,13,1.43,0.4,0.63,2.36,1.1,1.89,34,13,2.62,26.0,5.0,5.2,27.0,5.0,5.4,23.0,3.0,7.67
Spring 2024,Basak Can-Unsang MPA,24.5,12,12.54,3.62,16.53,32.47,20.88,28.12,34.75,12,23.88,6.89,19.58,49.92,27.86,41.64,11.08,12,4.06,1.17,8.51,13.66,9.91,12.25,117.25,12,73.07,21.09,70.82,163.68,96.16,138.34,688.33,12,328.82,94.92,479.41,897.26,593.41,783.26,875.92,12,413.25,119.29,613.35,1138.48,756.62,995.21,40.73,12,31.09,8.98,20.98,60.49,31.76,49.71,241.75,12,220.09,63.54,101.91,381.59,178.21,305.29,25.6,12,28.31,8.17,7.61,43.59,17.42,33.77,37,12,3.08,28.0,4.0,7.0,29.0,5.0,5.8,32.0,3.0,10.67
Spring 2024,Dalakit MPA,15.25,4,4.86,2.43,7.52,22.98,12.82,17.68,23.0,4,6.63,3.32,12.45,33.55,19.68,26.32,9.5,4,5.74,2.87,0.36,18.64,6.63,12.37,140.0,4,160.01,80.01,0.0,394.62,59.99,220.01,276.75,4,105.35,52.67,109.12,444.38,224.08,329.42,464.5,4,193.95,96.97,155.88,773.12,367.53,561.47,16.63,4,5.25,2.62,8.28,24.98,14.0,19.25,74.5,4,18.63,9.31,44.86,104.14,65.19,83.81,10.95,4,2.19,1.09,7.47,14.43,9.85,12.04,29,4,7.25,29.0,4.0,7.25,,,,,,
Spring 2024,Guinsuan MPA,11.0,8,4.72,1.67,7.05,14.95,9.33,12.67,31.0,8,18.73,6.62,15.34,46.66,24.38,37.62,9.38,8,9.13,3.23,1.74,17.01,6.15,12.6,85.75,8,35.22,12.45,56.3,115.2,73.3,98.2,588.25,8,250.18,88.45,379.09,797.41,499.8,676.7,725.38,8,257.82,91.15,509.83,940.92,634.22,816.53,9.85,8,3.57,1.26,6.86,12.83,8.58,11.11,106.12,8,86.11,30.44,34.14,178.11,75.68,136.57,3.91,8,2.96,1.05,1.43,6.38,2.86,4.95,31,8,3.88,21.0,3.0,7.0,30.0,4.0,7.5,22.0,1.0,22.0
Spring 2024,Kookoos,11.56,16,5.05,1.26,8.87,14.25,10.3,12.82,9.81,16,4.42,1.1,7.46,12.17,8.71,10.92,5.88,16,2.9,0.72,4.33,7.42,5.15,6.6,114.19,16,88.57,22.14,66.99,161.38,92.04,136.33,589.06,16,368.03,92.01,392.95,785.17,497.05,681.07,730.5,16,376.35,94.09,529.96,931.04,636.41,824.59,18.33,16,19.1,4.78,8.15,28.51,13.56,23.11,90.62,16,125.58,31.39,23.71,157.54,59.23,122.02,8.58,16,12.98,3.25,1.66,15.5,5.33,11.82,35,16,2.19,18.0,4.0,4.5,31.0,6.0,5.17,27.0,6.0,4.5
Spring 2024,Latason MPA,18.6,5,7.4,3.31,9.41,27.79,15.29,21.91,20.6,5,19.81,8.86,0.0,45.19,11.74,29.46,14.0,5,7.18,3.21,5.09,22.91,10.79,17.21,80.4,5,23.48,10.5,51.25,109.55,69.9,90.9,474.2,5,199.83,89.37,226.08,722.32,384.83,563.57,607.8,5,206.65,92.41,351.22,864.38,515.39,700.21,17.77,5,13.86,6.2,0.56,34.97,11.57,23.96,46.0,5,26.33,11.78,13.3,78.7,34.22,57.78,3.77,5,3.16,1.41,0.0,7.7,2.36,5.19,31,5,6.2,24.0,2.0,12.0,28.0,3.0,9.33,,,
Spring 2024,Lutoban North MPA,20.25,8,5.8,2.05,15.4,25.1,18.2,22.3,35.25,8,17.51,6.19,20.61,49.89,29.06,41.44,21.75,8,8.15,2.88,14.93,28.57,18.87,24.63,97.5,8,27.51,9.72,74.5,120.5,87.78,107.22,874.0,8,338.96,119.84,590.63,1157.37,754.16,993.84,1048.75,8,362.73,128.24,745.5,1352.0,920.51,1176.99,17.0,8,7.58,2.68,10.66,23.34,14.32,19.68,114.88,8,69.75,24.66,56.57,173.18,90.22,139.53,7.31,8,5.24,1.85,2.93,11.69,5.46,9.17,35,8,4.38,32.0,3.0,10.67,30.0,3.0,10.0,25.0,2.0,12.5
Spring 2024,Lutoban Pier,14.82,11,6.03,1.82,10.77,18.87,13.0,16.64,9.0,11,3.77,1.14,6.47,11.53,7.86,10.14,8.64,11,5.8,1.75,4.74,12.53,6.89,10.39,107.82,11,82.64,24.92,52.3,163.34,82.9,132.74,627.36,11,408.9,123.29,352.66,902.07,504.07,750.65,767.64,11,419.99,126.63,485.48,1049.79,641.0,894.27,24.53,11,26.81,8.08,6.52,42.54,16.44,32.61,153.27,11,158.91,47.91,46.52,260.03,105.36,201.18,10.98,11,11.3,3.41,3.38,18.57,7.57,14.39,34,11,3.09,27.0,5.0,5.4,26.0,3.0,8.67,28.0,3.0,9.33
Summer 2024,Maluay Malatapay MPA,10.25,8,5.18,1.83,5.92,14.58,8.42,12.08,14.62,8,8.62,3.05,7.42,21.83,11.58,17.67,16.88,8,7.55,2.67,10.56,23.19,14.21,19.54,140.38,8,141.58,50.06,22.01,258.74,90.32,190.43,382.75,8,164.45,58.14,245.26,520.24,324.61,440.89,564.88,8,243.36,86.04,361.42,768.33,478.84,650.91,11.0,8,9.68,3.42,2.91,19.1,7.58,14.43,101.62,8,153.23,54.18,0.0,229.73,47.45,155.8,5.69,8,9.71,3.43,0.0,13.8,2.26,9.12,34,8,4.25,24.0,2.0,12.0,29.0,4.0,7.25,20.0,2.0,10.0
Summer 2024,Salag MPA,11.3,10,4.11,1.3,8.36,14.24,10.0,12.6,11.8,10,4.69,1.48,8.45,15.15,10.32,13.28,3.1,10,2.77,0.87,1.12,5.08,2.23,3.97,53.4,10,25.31,8.0,35.29,71.51,45.4,61.4,345.9,10,153.89,48.66,235.81,455.99,297.24,394.56,425.5,10,169.74,53.68,304.07,546.93,371.82,479.18,16.16,10,24.58,7.77,0.0,33.74,8.38,23.93,76.4,10,63.16,19.97,31.22,121.58,56.43,96.37,12.59,10,24.44,7.73,0.0,30.08,4.86,20.32,36,10,3.6,22.0,2.0,11.0,30.0,4.0,7.5,28.0,4.0,7.0
